更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,上場市場名,平均年齢,従業員数,資本金,企業URL,代表者
2024-07-01,株式会社アクト,システムインテグレータ（SIer）,3,■事業概要：自治体・大手企業を中心とした法人向けコンピューター機器の販売、導入後の保守メンテナンス及びヘルプデスク業務のアウトソーシングを提案。既存顧客がメインで、顧客のニーズを的確にとらえ、下記のサービスを提供しています。(1）コンピューター機器の販売、導入支援(2）システムエンジニアリング(3) 業務アウトソーシングサービス(EC運用やBPO受託）(4) ネットワークやサーバインフラの構築と運用(5) 保守、ヘルプデスクサービス、フィールドサポート,東京都文京区小石川1-3-25小石川大国ビル6F,1994,,,60,10百万円,"Failed to retrieve page, status code: 410",
2024-08-01,富士フイルムビジネスイノベーションジャパン株式会社,システムインテグレータ（SIer）,99+,私たちは、2021年4月「富士フイルムビジネスイノベーションジャパン」として、新たな一歩を踏み出しました。国内での営業活動や保守活動で長年培ってきたお客様とのつながりを礎とし、全社員の知見やノウ ハウを結集した販売会社です。いま社会や企業を取り巻く環境は大きく変化し、ビジネス環境は新たな局面に入りました。お客様のニーズが多様化する中で、「お客様のビジネスに革新をもたらすお手伝いをしたい」、そんな想いを新社名には込めています。,東京都江東区豊洲2-2-1,2021,,,10177,500百万円,https://www.fujifilm.com/fb/company/fbj,
2024-08-01,アマノ株式会社,ベンダ（ハードウェア・ソフトウェア）,27,【事業内容】（1）時間情報事業（2）パーキング事業（3）環境事業（4）クリーン・ロボットソリューション事業,神奈川県横浜市港北区大豆戸町275,1945,プライム市場,44.3,1957,"18,239百万円",https://www.amano.co.jp/,
2024-08-01,日本システム技術株式会社,ベンダ（ハードウェア・ソフトウェア）,65,1973年創業(東京証券取引所プライム市場上場)プライム比率8割の独立系のSIerです。売上高は13期連続、経常利益は9期連続で増収増益を記録、売上高は11期連続、経常利益は5期連続で創業以来最高値を更新していることから安定した経営をしていることがわかります。,大阪府大阪市北区中之島2-3-18,1973,プライム市場,36.2,1050,"1,535百万円","Failed to retrieve page, status code: 410",
2024-08-01,パナソニック インフォメーションシステムズ株式会社,システムインテグレータ（SIer）,99+,■事業内容・パナソニックの全事業領域の情報システムの戦略策定、企画、設計、開発、運用・IoTやビッグデータの分析・活用・一般企業、自治体、学校など、パナソニックグループ以外のお客様の経営課題を解決するITソリューション提供,大阪府大阪市北区茶屋町19-19アプローズタワー16F,1999,,43.7,1276,"1,040百万円",https://is-c.panasonic.co.jp/index.html,
2024-07-01,株式会社イーエムシステムズ,ベンダ（ハードウェア・ソフトウェア）,10,■事業内容：・医療業務処理用コンピューターソフトウェアの開発、販売、保守・調剤業務処理用コンピューターソフトウェアの開発、販売、保守・介護事業者向けコンピューターソフトウェアの開発、販売、保守・医療情報処理サービスおよび情報通信サービスの提供・コンピューターおよびコンピューター周辺機器の販売・OA、サプライ品および医療機関向け各種帳票類販売,大阪府大阪市淀川区宮原1-6-1新大阪ブリックビル,1980,プライム市場,42.0,457,"2,785百万円",https://emsystems.co.jp/,
2024-06-01,株式会社シンク,システムインテグレータ（SIer）,3,■事業内容：・ソフトウェア開発（生産管理システム、在庫管理システムなど）・ITインフラ（サーバ仮想化、リプレイス・最適化、販売）・運用、保守（ソフトウェア保守、機器・インフラ保守、企業内SE支援）など■企業の特徴： 当社は会津大学発のICTベンチャー企業であり、会津出身の優秀な方々がいきいきと働いていける環境の企業を作ろうとしたことがきっかけとなります。政策としてICT化を推進する会津若松市の企業様へのシステム、インフラ、Web等幅広い案件を手掛けながら群馬や東京にも進出。高い有休消化率や月10時間前後の残業時間など働きやすさが魅力です。,福島県会津若松市インター西105,1998,,32.0,68,32百万円,https://www.sync.co.jp/,
2024-08-01,株式会社バイトルヒクマ,システムインテグレータ（SIer）,13,＜事業内容＞■システム開発事業・金融（主に銀行、保険、証券）向け／文教アプリケーション開発・分散（Windows系クライアント／UNIX系サーバー）システム■インフラ基盤構築事業・ITインフラ基盤 - オンプレミス構築サービス・クラウド（AWS）の導入・構築サービス■自社プロダクト事業・オフィス業務用ソフトウェアの設計・開発、カスタマイズ、クラウドサービスの提供（製品事例：通勤費管理、旅費精算など）・スマートフォン・タブレット向けソフトウェアの設計・開発、カスタマイズ,東京都新宿区下落合2-3-18SKビル5F,1982,,40.0,107,99百万円,http://www.bai.co.jp/,
2024-07-01,富士オートメーション株式会社,ベンダ（ハードウェア・ソフトウェア）,3,■事業内容：・CPU/MPU、PLC使用によるシステム設計、周辺機器、端末機、遠隔表示装置設計、製作・自動制御、無線制御装置の開発、製作・ソフトウェアの開発および販売,埼玉県さいたま市南区根岸1-18-19,1963,,,36,90百万円,http://fujiautomation.jp/,
2024-08-01,株式会社信興テクノミスト,システムインテグレータ（SIer）,11,「創業当時から一貫して、社員を大切にしてきました」■企業概要：電話機向け通信機器の販売から始まる1930年創業、1947年設立の老舗のIT企業。IT業界では非常に珍しく、毎年定年退職者もいる安定した社風に加え、公共性の高いプロジェクトを多く手掛けていることが特徴です。また新規事業にも取組み、自社サービスの開発等を行っています。,東京都品川区荏原4-16-8,1947,,39.0,468,60百万円,http://www.shinko-1930.co.jp/,
2024-08-01,インフォコム株式会社,ベンダ（ハードウェア・ソフトウェア）,18,安定性と成長力とを兼ね備えた企業。事業を成長性と収益性の観点から、戦略コア事業・次期戦略コア事業・バックボーン事業・インキュベーション事業というポートフォリオマトリックスにのせ、ノンコア事業は撤収するという現状にとどまらない創造的経営を行っています。事業セグメントとして、ITサービス・セグメント（企業向け・通信事業者向けSI、医療機関向けシステム、自社開発の各種パッケージ・サービス提供、中堅企業向けERP）、ネットビジネス・セグメント（Webコンテンツ企画提供）と幅広い事業領域を誇っています。,東京都港区赤坂9-7-2東京ミッドタウンイースト10F,1983,プライム市場,,631,"1,590百万円",http://www.infocom.co.jp/,
2024-07-01,日鉄ソリューションズ中部株式会社,システムインテグレータ（SIer）,2,～世界トップクラスの鉄鋼メーカー、日本製鉄から生まれ、培った総合的なノウハウや最先端の技術力を武器に顧客へソリューションを提供しています～,愛知県名古屋市西区牛島町6-1名古屋ルーセントタワー18F,1995,,40.0,259,60百万円,https://www.nssol.nipponsteel.com/chubu/,
2024-08-01,ケー・イー・エル　テクニカルサービス株式会社,システムインテグレータ（SIer）,29,■企業概要同社は、商社系SIerである兼松エレクトロニクス（東証プライム上場 総合商社傘下の兼松グループ）の技術・サービス部門が1996年7月に独立し、ハードウェアを中心とした設計・構築、保守運用と幅広いITインフラ領域のサービスを一気通貫で提供するマルチベンダーです。,東京都江東区有明3-4-10,1996,,44.1,459,30百万円,https://kel-kts.co.jp/,
2024-08-01,株式会社ネクシス,ITコンサルティング,10,■事業内容： 民間企業、自治体など法人向けにソフトウエア開発、運用サービスの事業を主に行っています。■サービス／ソリューション：・福祉サービスソリューション・地域コミュニケーション支援サービス・自治体向けソリューション・ノンバンク／金融ソリューション・システム構築・インフラ構築・データ入力サービス・運用保守サービス,北海道札幌市中央区北一条西2-2-1北海道経済センター9F,1968,,,124,35百万円,https://www.nexis.co.jp/,
2024-07-01,株式会社北海道日立システムズ,システムインテグレータ（SIer）,3,■事業内容：・システム構築事業・システム運用、監視、保守事業・ネットワークサービス事業・情報／通信関連機器、ソフトウェアの販売と開発,北海道札幌市中央区大通西3-11北洋ビル9F,1965,,40.0,416,80百万円,https://www.hokkaido-hitachi-systems.co.jp/,
2024-08-01,株式会社 アイネス,システムインテグレータ（SIer）,28,「安心」と「革新」を創造するIT企業当社は1964年の創業時から、ITによってお客さまが抱える課題を解決することをミッションとして事業に取り組んでまいりました。今般、新型コロナウイルスの出現により、人々の生活と価値観は大きく揺り動かされました。この不確実で不安定な状況にあって、当社の果たすべき役割は、より一層明確になったと考えます。,神奈川県横浜市都筑区牛久保3-9-2,1964,プライム市場,,1451,"15,000百万円",http://www.ines.co.jp/,
2024-08-01,デジタルアーツ株式会社,ベンダ（ハードウェア・ソフトウェア）,23,■事業と成果当社は、内部からの情報漏洩対策だけでなく、独自の外部攻撃対策の機能を備えた 「i-FILTER」、「m-FILTER」、クラウド環境においても安全なWeb・メール環境を実現する「i-FILTER@Cloud」、 「m-FILTER@Cloud」、相手に渡したファイルを後から消せるファイルセキュリティ「FinalCode」を主力製品として開発・販売。,東京都千代田区大手町1-5-1大手町ファーストスクエア ウエストタワー14F,1995,プライム市場,34.0,257,713百万円,"Failed to retrieve page, status code: 410",
2024-07-01,ＮＥＳ株式会社,ITコンサルティング,6,■事業内容： IT・情報通信・映像・放送・環境・防災システムのハードウェア及びソフトウェアの企画・設計・開発・販売・施工・保守運用サービス,富山県富山市呉羽町西16-2,1970,,,95,44百万円,https://www.neskk.co.jp/,
2024-08-01,株式会社コア,システムインテグレータ（SIer）,10,■事業内容：コアグループは、産業革新を牽引する核（CORE）として、情報通信技術（ICT）を通じて顧客の「夢」「理想」「方向性」の実現をサポートします。業界をリードするエンベデッド（組込み）テクノロジー、未来を創造する先端テクノロジー、これまで培ってきた知識やノウハウを結集し、様々なビジネス分野へ新たな価値と最適な「解」を提案します。,東京都世田谷区三軒茶屋1-22-3コアビル,1969,プライム市場,39.2,1134,440百万円,http://www.core.co.jp/,
2024-07-01,シンクレイヤ株式会社,システムインテグレータ（SIer）,1,■事業内容：ケーブルテレビに使われる情報通信システム及び、通信機器の開発・製造を行っております。・ケーブルテレビシステム及び情報通信システム関連の設計、施工、保守及びコンサルタント。・ケーブルテレビシステム機器、情報通信システム機器及びそれらの周辺機器の製造、購入及び販売。・ケーブルテレビシステム、情報通信システムの導入に関する情報の提供、教育及び指導。,愛知県名古屋市中区千代田2-21-18,1962,スタンダード市場,44.4,168,835百万円,https://www.synclayer.co.jp,
2024-08-01,株式会社ユニテック,ベンダ（ハードウェア・ソフトウェア）,11,■事業内容：・ソフトウェアの受託開発、システム導入コンサルティングサービス、オリジナルパッケージソフトの開発・アウトソーシング／技術者派遣サービス、一般派遣業、保守メンテナンスサービス（ソフトウェア／ハードウェア）・コンテンツ企画（ホームページ作成、メンテナンス）、クラウドコンピューティング サービス・Webサイト、ネットワークの構築／運営、各種パッケージソフト販売、導入サポート・ハードウェア販売、設置（PC、サーバ、周辺装置等）,静岡県静岡市葵区瀬名1-18-33,1981,,,80,50百万円,http://www.unitec.jp/,
2024-08-01,株式会社医療情報システム,医療機器メーカー業界,無,【主に中規模病院（300床以下）へ情報システムを提案・導入・サポートして、顧客課題をITソリューションで解決】■医療機関（病院）向けシステムの販売、導入支援、保守業務■医療機関（病院）向けシステム導入に関するコンサルティング■医療機関（病院）向けシステム運用管理業務のコンサルティング■地域医療連携ネットワークシステムに関するコンサルティング■医療機器など各種医療用消耗品の販売 2024年5月doda掲載求人より引用,大阪府大阪市中央区平野町1-4-8ＩＪＳビル,1996,,,,86 百万円,"Failed to retrieve page, status code: 410",代表取締役 八木 康一
2024-08-01,丸紅ネットワークソリューションズ株式会社,システムインテグレータ（SIer）,14,■事業内容：・ネットワークインテグレーション、サービス事業（コンサル、設計、構築、運用保守サービス）・MVNO事業、IoTサービス事業,東京都文京区後楽2-6-1住友不動産飯田橋ファーストタワー,1999,,43.0,232,255百万円,https://www.marubeni-network.com/,
2024-07-01,遠鉄システムサービス株式会社,システムインテグレータ（SIer）,5,【事業内容】当社の仕事は、様々なICT機器やツールを活用してお客様の課題を解決することです。お客様は大きく3つに分かれます。■遠鉄グループ遠鉄グループは、16社従業員1万人を超えます。そのビジネスを支えるネットワークや基幹システムを安定運用させるだけでなく、強固なセキュリティで情報資産を守ります。さらには、ICTを使って遠鉄グループの業務効率化を図るため様々なツールを最適な形で導入できるよう支援しています。,静岡県浜松市中央区千歳町91-1遠鉄モール街ビル2F,1984,,40.0,235,100百万円,https://www.ess.co.jp/,
2024-07-01,ヤンマー情報システムサービス株式会社,システムインテグレータ（SIer）,11,■事業内容：同社は設立以来、ヤンマーグループにおける唯一のIT戦略の実行を担う会社です。同社の主な事業は下記となります。（1）システム化、業務効率化に関するトータルコンサルティング（2）ヤンマーグループの情報システムの立案、設計、開発ならびに運用管理・業務系…生産、物流、販売管理、技術、顧客情報、人事、会計システム等・情報系…電子メール、業務フロー化、情報や帳票の電子化・電制系…情報システムと機械を組み合わせた新たな価値の実現（3）ヤンマーグループの情報資源（ネットワーク、ハード、ソフト）の調達と運用管理（4）情報リテラシー事業（ヘルプデスク）,大阪府大阪市淀川区宮原4-1-14住友生命新大阪北ビル12F,1986,,44.0,218,50百万円,"Failed to retrieve page, status code: 410",
2024-08-01,株式会社アドバネット,ベンダ（ハードウェア・ソフトウェア）,6,■事業内容： ・マイクロコンピュータ応用システムのハードウェア、ソフトウェア開発・産業用電子制御装置の開発・製造・販売・高度道路交通システム（ITS）の開発・IT関連機器の設計・開発・各種標準バス対応CPU、I/Oボードの開発・製造・販売,岡山県岡山市北区田中616-4,1981,,43.3,152,72百万円,https://www.advanet.co.jp/,
2024-08-01,ネットワンシステムズ株式会社,システムインテグレータ（SIer）,32,■概要先進技術を自社から実践！独立系システムインテグレータですネットワンシステムズはインターネット黎明期からネットワークのトップランナーとして、民間企業から官公庁、自治体などあらゆる大手法人のお客様の事業基盤構築を支えてきました。私たちの強みは、お客様の課題に寄り添える多様な提案力と、メーカーに縛られることなく世界中の製品や技術を組み合わせシステムを構築できる高い技術力です。新しいことに興味がある方、ICTで様々な産業に影響を与えたい方、若いころからいち早く成長したい方には魅力的な環境が整っています。,東京都千代田区丸の内2-7-2JPタワー,1988,プライム市場,40.0,2548,"12,279百万円",http://www.netone.co.jp/,
2024-08-01,株式会社ＮＴＴデータＭＳＥ,ベンダ（ハードウェア・ソフトウェア）,99+,■事業内容：（1）IoTサービス事業「モノ」「人」「プロセス」「データ」を「つなぐ」クラウドプラットフォーム、ビッグデータソリューション、ネットワークソリューションの提供通信キャリアサービス／小売・流通サービス／電力関連サービス等のシステム構築（2）プロダクトサービス事業モバイル端末（従来型携帯電話、スマートフォン、タブレット）、情報家電、複合機、医療機器等のソフトウェア開発、および開発支援サービスの提供（3）オートモーティブビジネス事業車載プラットフォーム開発車載機組込み開発、 および開発支援サービスの提供車載機・スマートフォン連携ソリューションの提供,神奈川県横浜市港北区新横浜3-1-9アリーナタワー,1979,,,1550,320百万円,http://nttd-mse.com/,
2024-08-01,SCSK株式会社,システムインテグレータ（SIer）,99+,＜事業内容＞2011年に住友商事グループのSIer「住商情報システム」と独立系SIer「CSK」が合併して誕生した、ITサービス業界のリーディングカンパニーです。海外６社を含む20社超のグループ企業を有し、製造、流通、金融、通信・運輸業をはじめ国内外のあらゆる産業分野において、コンサルティングからシステム開発、検証サービス、ITインフラ構築、ITマネジメント、ITハード・ソフト販売、BPOまでビジネスに必要なすべてのITサービスをフルラインナップで提供しています,東京都江東区豊洲3-2-20豊洲フロント,1969,プライム市場,,15328,"21,285百万円",http://www.scsk.jp/,
2024-07-01,株式会社リードコナン,システムインテグレータ（SIer）,4,■事業内容： ◇ソフトウェア開発及びシステム提案、ICT関連コンサルタント、IT関連機器の販売・保守、 学校関連ICT提案・構築、Web製作、PC廃棄事業、パソコン教室の運営等を行っています。◇自社開発の住民税課税支援パッケージシステム「税務LAN」は全国へと展開し、 シェア拡大中です。,岩手県盛岡市下太田沢田68-40,1989,,,93,10百万円,https://www.leadkonan.co.jp/,
2024-05-01,株式会社エイブルコンピュータ技研,ベンダ（ハードウェア・ソフトウェア）,2,■事業内容：・コンピュータソフトウェアの開発、販売・パッケージプログラムの開発、販売・コンピュータシステムの導入指導、運用サポート・「奉行シリーズ」等パッケージプログラムの販売・コンピュータ及び関連機器の販売■事業の特徴：オービックビジネスコンサルタント社製奉行シリーズと連携する各種ソリューションパッケージソフトを開発・販売しています。奉行シリーズの販売・サポートから得たノウハウを基に、様々な業種向け製品を北海道から全国へ提供しています。,北海道帯広市東三条南8-1-1NKビル3F,1995,,,15,10百万円,http://www.able-com.co.jp/,
2024-08-01,月電ソフトウエア株式会社,システムインテグレータ（SIer）,5,■事業内容：(1)通信系…5Gなど先進ネットワークの構築プロジェクトに参加しています。電話交換機向け局データ生成システム、Push-to-talk over Cellular／Wireless（PoC／W）、多地点電話会議システム等の開発実績があります。(2)車載系…日々進化しているクルマ関連プロジェクトに参加しています。CANoeを用いたECU評価開発や、vTESTStadioを用いた試験自動化等の実績があります。,福島県福島市太平寺字沖高68,1989,,,128,26百万円,"Failed to retrieve page, status code: 410",
2024-08-01,株式会社アソウ・アルファ,システムインテグレータ（SIer）,93,"■1872年創業の麻生グループ（2024年で152年目）の1社【麻生グループ】 ・グループ社数116社、売上8,561億、従業員数17,242人の大手企業です・医療、教育、セメント、人材の4つの柱をもち、景気の影響を受けにくい安定性があります【アソウ・アルファ】・麻生グループの中で「人材」の柱に属する12社の1社でIT領域を強みにしています・スローガンは「人を磨いて技術を磨く」。人間力も兼ね備えた「頼られるエンジニア」育成が強みです・ビジョンは、2025年までに外で稼ぐ売上と中で稼ぐ売り上げを5対5にし、2030年までに自社製品を世に出す",福岡県福岡市中央区天神2-8-41,1995,,29.0,849,30百万円,https://alpha.ahc-net.co.jp/,
2024-08-01,株式会社吉田システム,システムインテグレータ（SIer）,2,■事業内容： １．IT機器の販売およびメンテナンス２．業務アプリケーションシステム、ITインフラおよびWebサイトの構築３．オリジナルパッケージソフトの開発・販売４．自社データセンターによるハウジング・ホスティングサービス５．受託計算業務およびIT人材派遣,青森県八戸市北インター工業団地1-3-64,1983,,,85,10百万円,https://www.ys-sys.co.jp/,
2024-08-01,日本ディクス株式会社,システムインテグレータ（SIer）,11,■事業内容：ITサービス事業として、システムインフラの開発、設計・構築、IT設備の設置・導入、保守・運用サービス、人材の派遣、オフィス空間づくりなどITのワンストップサービス」を提供しています。,東京都港区港南1-7-18,1998,,35.0,374,70百万円,https://ndics.co.jp/,
2024-08-01,株式会社東日本計算センター,システムインテグレータ（SIer）,4,■事業内容（1）ソリューション事業…自治体向けソリューション、医療機関向けICTソリューション、セキュリティソリューション、ネットワークソリューション、ユニフォーム管理ソリューション、データ移行ソリューション、BtoBtoC ECサイト構築ソリューション（2）サービス事業…システムインテグレーションサービス、システムエンジニアサービス、Zabbix導入支援サービス、アウトソーシングサービス、エンハンス開発サービス、RPA導入支援サービス（3）研究・開発事業…ロボットテクノロジー、エネルギーマネージメントシステム、スマートフォンアプリ、超高速開発ツールの利用、IoT／クラウド／ビッグデータ／AI,福島県いわき市平字研町2,1965,,39.7,335,20百万円,"Failed to retrieve page, status code: 410",
2024-08-01,コンピューターサイエンス 株式会社,システムインテグレータ（SIer）,65,■事業内容・アプリケーション開発（要件定義～設計～製造～テスト）…Webシステム、C／Sシステム等、各種言語（Java／.NET等）を用いた業務アプリケーション開発。オープン系、メインフレーム系、さらにはパッケージまで、顧客ニーズに応じた柔軟な開発を提供。・システム基盤構築（要件定義～設計～構築～テスト）…サーバやメインフレーム、クラウド（AWS、Azure等）やネットワーク、ミドルウェア（DB、統合管理ツール等）、ストレージ等ハードウェアを含め、顧客に最適なシステム基盤を統合的に提供。,東京都品川区西五反田2-12-19五反田NNビル13F,1985,,40.3,463,70百万円,"Failed to retrieve page, status code: 410",
2024-08-01,株式会社ディンプス,ベンダ（ハードウェア・ソフトウェア）,30,■事業内容：（1）業務用及び家庭用コンピュータビデオゲーム、ソフトウェアの研究・開発（2）マルチメディアコンテンツの研究・開発（3）コンピュータ及びその他関係機器による情報処理・提供サービス,大阪府豊中市新千里西町1-1-8第一火災千里中央ビル7F,2000,,,336,499百万円,http://www.dimps.co.jp/,
2024-08-01,株式会社 データ・デザイン,システムインテグレータ（SIer）,3,～デジタルマニュファクチャリングにより日本のモノづくりを支えています～■事業内容：・3D CAD／CAM関連の製造支援システムの販売／サポート／カスタマイズ開発業務・3Dスキャナ、3Dプリンター等の3次元造形システムの販売／サポート業務,愛知県名古屋市中区錦3-4-6桜通大津第一生命ビルディング12F,1989,,35.0,36,25百万円,http://www.datadesign.co.jp/,
2024-08-01,公益情報システム株式会社,システムインテグレータ（SIer）,1,■事業内容について：（1）公益法人・一般法人向け業務管理システムの導入及びサポート対象システム【公益法人会計・給与・謝金・マイナンバー管理ツール・会員管理・固定資産】（2）公共機関及び文教向けソリューションの提供学校法人会計システム、情報通信機器の販売、コンピュータ教室構築（3）公共及び民間向け販促支援ソリューションの提供Googleストリートビュー屋内版撮影、WEBサイト診断・構築（4）防災設備・環境設備,千葉県千葉市稲毛区小仲台2-5-2第一大越ビル 3F,1997,,,35,30百万円,https://www.koueki.info/,
2024-08-01,株式会社YSLソリューション,システムインテグレータ（SIer）,6,■事業内容：（1）システムインテグレーションサービス…同社は、官公庁および公共団体、銀行・証券・保険等の金融機関、通信業、建設・設備業、製造・流通・小売業、ヘルスケア事業、その他社会基盤として位置づけられる基幹業務システムの構築を行っています。,神奈川県横浜市中区長者町4-9-1YS関内ビル,1991,,36.0,302,99百万円,http://www.ysl.co.jp/,
2024-06-01,株式会社テクノアドバンス,ベンダ（ハードウェア・ソフトウェア）,2,■企業概要同社はシステム設計・開発・保守サポートから教育・人材育成までコンピューターシステム全般に渡って幅広くお客様をご支援する目的で設立致しました。現在では産業機械・情報機器分野での研究開発ソフト・営業プレゼンツール・生産・搬送シミュレーション・自動制御・生産管理・業務支援・保守支援のソフト開発や医療ソフト開発、また海外展開に関しては中国でのオフショア開発を手掛けております。,京都府京都市南区吉祥院南落合町3,1996,,40.0,60,20百万円,https://www.tec-advance.com/,
2024-06-01,ムラタシステム株式会社,システムインテグレータ（SIer）,4,■事業内容：(1)物流自動化システム（配送センター、工場内自動搬送システム等）の情報および装置制御(2)ソフトウエアの設計・開発・保守サポート,京都府京都市南区吉祥院南落合町3村田機械(株)吉祥院事業所内,1987,,41.0,274,40百万円,https://www.murata-system.co.jp/,
2024-06-01,株式会社コード,ITコンサルティング,2,■企業概要：社名「コード」とは『COncept DEsign』を意図しております。コンセプトの構築を最重要に捉えたソフトウェア開発を行う、プロフェッショナルな会社です。プログラムを書くだけではなく、上流工程であるコンサルタントの領域からしっかりやっていっていこうという想いが込められています。長年の実績から多くの顧客に高い評価を頂いています。■事業内容:システムコンサルテーション/システム開発（企画・設計・開発・運用）/システム要員教育・指導,東京都中央区日本橋浜町1-10-2,1989,,40.0,12,10百万円,なし,
2024-07-01,株式会社アトラス,ベンダ（ハードウェア・ソフトウェア）,4,■事業内容（1）学術大会支援サービス…自社開発のパッケージサービス「Confit」の開発・提供。Confitは研究者の研究発表の場である「学術大会」の運営負担軽減・利便性向上に寄与するサービスです。演題登録・参加登録システムやプログラム編成・電子公開システムなど様々な機能があり、特許も取得しています。（2）会員管理支援サービス…自社開発のパッケージサービス「SMOOSY」の開発・提供。SMOOSYは学会の会員名簿管理・会費請求管理といった学会の事務局業務を「スムーズ」にするサービスです。,東京都港区南青山1-15-9第45興和ビル 9F,1986,,37.0,45,30百万円,https://www.atlas.jp/,
2024-06-01,株式会社グリーム,システムインテグレータ（SIer）,3,■事業内容：・コンピュータシステムの開発及び販売…栄養管理システム、栄養指導システム、ニュークックチル支援システム、セントラルキッチン支援システム、NST支援システム、リハビリテーションシステム・コンピュータシステム化のコンサルタント業務,福岡県北九州市小倉北区弁天町1-8,1996,,37.0,51,50百万円,https://www.gleam-kokura.co.jp/,
2024-07-01,ひまわりネットワーク 株式会社,通信キャリア・ISP・データセンター,1,■事業内容・登録一般放送事業（ケーブルテレビ）・電気通信事業（インターネット、ケーブルプラス電話）・放送番組の制作・販売,愛知県豊田市若草町3-32-8,1989,,42.8,216,"2,313百万円",http://www.himawari.co.jp/,
2024-08-01,株式会社 アン情報サービス,システムインテグレータ（SIer）,4,■事業概要：(1)業務システム及び基幹システムの企画・設計・開発・構築・導入(物流支援システム、営業支援システム、人事管理システム、経理、財務、給与システム)(2)ネットワークインフラの企画・設計・開発・構築・導入 (3)グループ各社・各店舗のシステム及びPC・PC周辺機器・POSレジ等のハードウェアに関する保守メンテナンス業務 (4)業務システム及び基幹システムの調査、分析、問題点抽出～改善計画策定、提案、ネットワークインフラの調査、分析、問題点抽出～改善計画策定、提案 (5)PC・PC周辺機器等の販売,埼玉県さいたま市中央区上落合2-3-5アルーサＢ館4F,2000,,,21,10百万円,http://www.anis.co.jp/,
2024-08-01,株式会社つなぐネットコミュニケーションズ,通信キャリア・ISP・データセンター,4,■企業概要：アルテリア・ネットワークス社（丸紅グループ）、三菱地所社、東京建物社の共同出資で設立され、マンションに住まうことの価値創造と情報技術の活用を通じて、マンション生活をより豊かにするご提案を続けています。,東京都千代田区大手町2-2-1新大手町ビル 6F,2001,,,158,"1,500百万円",https://www.tsunagunet.com/,
2024-08-01,大樹生命アイテクノロジー株式会社,システムインテグレータ（SIer）,10,■事業内容：・戦略的アウトソーシング・サービス同社は、日本アイ・ビー・エムの持つ最先端のIT技術と大樹生命で培われた金融ノウハウを融合させ、大樹生命グループのIT戦略の中核としての役割を担っています。 ・保険・金融ソリューション・サービス同社は創業以来、大樹生命グループのITシステムの発展に長らく寄与してきました。 長年にわたり経験してきた大樹生命の基幹業務システムノウハウを活用した保険・金融ソリューションを提供してまいります。・ITソリューション・サービス日本IBMのパートナー企業として培ってきた開発・運用における手法を活用し、優れたITソリューションを提供しています。,千葉県柏市東上町8-18大樹生命保険事務センター内,2000,,,392,100百万円,https://www.ibm.com/jp-ja/about/subsidiaries/tli,
2024-08-01,リスキーシステム株式会社,ベンダ（ハードウェア・ソフトウェア）,1,■オーダーメイドでのシステム開発・業務アプリや制御系システム等のソフトウェア開発・販売・Webアプリケーション開発・上記に関連するIT業務請負業 など＜主要取引先＞パナソニック株式会社株式会社日立産機システム鉄道関連会社ほか多数（敬称略・順不同）,大阪府守口市早苗町6-7 新栄早苗ビルA201号,1991,,,19,1000万円,http://www.risky-system.co.jp/,代表取締役 野口 輝世
2024-08-01,計測エンジニアリングシステム株式会社,ベンダ（ハードウェア・ソフトウェア）,3,■事業概要： ・電子計測、制御装置、検査装置の開発、製造、販売・各種標準バス対応CPU、I/O ボードの製造、販売・シミュレーション、モデリングソフトの販売および研究開発委託の請負・PC 応用システムの特殊およびカスタム・ハードウェア、ソフトウェア設計開発・セキュリティ用デジタル録画システムの販売 など,東京都千代田区内神田1-9-5井門内神田ビル,2001,,,43,26百万円,https://kesco.co.jp/,
2024-07-01,知識工学株式会社,システムインテグレータ（SIer）,1,■事業内容： ・制御系アプリケーションシステム開発 ：産業機器／計測機器のPC制御システム・組込み（エンベデット）システム開発 ：産業機器／計測機器／情報端末／情報家電等／ポーティング、各種ドライバ開発・業務系アプリケーションシステム開発 ：生産管理／工程管理／物流管理／販売管理／介護・看護支援・携帯情報端末（Android、iOS、PDA）関連システム開発 ：データ収集／在庫管理／工程管理／介護・看護支援／RF-ID、Bluetooth、Zigbee対応・企画・研究開発（産学連携事業） ：遠隔介護支援／省エネ支援／品質管理／学習障害者向け支援,長野県長野市大字栗田2065東峯プレイス3F,2009,,34.1,54,40百万円,http://www.chishiki-k.co.jp/html/index.html,
2024-06-01,株式会社エイチ・アイ・ディ,システムインテグレータ（SIer）,2,■事業内容■●自治体向けシステム開発●道内企業向けシステム開発●医療機関向けシステム開発●WEBシステム開発●アウトソーシング●ニアショア開発,北海道札幌市中央区北三条西2-10-2札幌HSビル,1973,,,175,50百万円,http://hid.dosanko.co.jp/index.html,
2024-05-01,フコクシステムサービス株式会社,ITコンサルティング,1,■事業内容： ソフトウェア開発、パッケージソフト販売、事務委託、ネットワーク構築（LAN・WAN設置）、ハードウェア販売、Webアプリケーション開発お客様によって役立つシステム・業務改善につながるシステムをご提供させて頂くためのお手伝いを行っています。情報システムのソフトフェア開発からシステム環境構築まで一貫してご提供できます。,長野県長野市大字東和田806,1989,,42.0,13,44百万円,https://fukoku-ss.co.jp/,
